Fecha,Hora,Latitud,Longitud,Genero,Edad,Arma,Barrio,Id Barrio,Id Comuna,Categoria
2017-01-06,20:15:00,6.25402147,-75.59609737,Hombre,38,No,El Velódromo,#1112,11,"Accesorios militares, policía o vigilancia privada"
2017-01-06,14:10:00,6.2358185,-75.5694849,Mujer,31,No,San Diego,#1020,10,Prendas de vestir y accesorios
2017-01-06,19:25:00,6.24784788,-75.60272213,Mujer,33,Arma cortopunzante,Simón Bolívar,#1211,12,Prendas de vestir y accesorios
2017-01-06,04:10:00,6.25458672,-75.56721535,Hombre,39,Arma cortopunzante,Estación Villa,#1005,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-06,19:25:00,6.24784788,-75.60272213,Mujer,33,Arma cortopunzante,Simón Bolívar,#1211,12,"Dinero, joyas, piedras preciosas y título valor"
2017-01-06,18:20:00,6.25480535,-75.56682911,Hombre,26,No,Villa Nueva,#1018,10,Tecnología
2017-01-06,09:30:00,6.20868266,-75.6013545,Hombre,40,Arma de fuego,La Mota,#1608,16,Tecnología
2017-01-06,20:00:00,6.29019585,-75.59303965,Hombre,34,Arma cortopunzante,Aures No.1,#0713,7,Prendas de vestir y accesorios
2017-01-06,19:00:00,6.22893171,-75.57373208,Hombre,44,No,Barrio Colombia,#1401,14,Vehículos de 2 o 4 ruedas
2017-01-06,22:20:00,6.20686213,-75.58627757,Hombre,22,Arma de fuego,Cristo Rey,#1509,15,Prendas de vestir y accesorios
2017-01-06,08:00:00,6.24628714,-75.56702452,Hombre,65,No,Barrio Colón,#1013,10,Documentos
2017-01-06,00:00:00,6.26713391,-75.57126548,Hombre,31,No,Universidad de Antioquia,#Inst_11,4,"Dinero, joyas, piedras preciosas y título valor"
2017-01-06,00:00:00,6.26713391,-75.57126548,Hombre,31,No,Universidad de Antioquia,#Inst_11,4,Tecnología
2017-01-06,23:30:00,6.20875754,-75.56324464,Mujer,24,Arma de fuego,Las Lomas No.1,#1406,14,Tecnología
2017-01-06,08:00:00,6.23807463,-75.57483045,Hombre,30,Arma de fuego,Perpetuo Socorro,#1012,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-06,12:30:00,6.28921474,-75.57030525,Hombre,18,No,Castilla,#0511,5,Tecnología
2017-01-06,18:35:00,6.24735912,-75.5677159,Mujer,36,Objeto contundente,Barrio Colón,#1013,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-06,01:00:00,6.24673724,-75.6222811,Hombre,49,Escopolamina,El Corazón,#1313,13,Tecnología
2017-01-06,20:00:00,6.29019585,-75.59303965,Hombre,34,Arma cortopunzante,Aures No.1,#0713,7,"Dinero, joyas, piedras preciosas y título valor"
2017-01-06,06:30:00,6.30989234,-75.56770887,Hombre,25,Arma de fuego,Florencia,#0503,5,Tecnología
2017-01-06,00:00:00,6.21144512,-75.57032671,Hombre,46,Arma de fuego,Manila,#1419,14,Tecnología
2017-01-06,17:42:00,6.24649194,-75.56765523,Hombre,41,Arma cortopunzante,Barrio Colón,#1013,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-06,07:50:00,6.26252673,-75.57009067,Mujer,30,Arma cortopunzante,El Chagualo,#1004,10,Tecnología
2017-01-06,13:00:00,6.25705178,-75.56632157,Hombre,35,No,Jesús Nazareno,#1003,10,Tecnología
2017-01-06,13:00:00,6.23771804,-75.54898612,Hombre,21,Objeto contundente,Miraflores,#0908,9,Otros elementos
2017-01-06,22:00:00,6.25417708,-75.58877478,Hombre,35,No,U.D. Atanasio Girardot,#Inst_14,11,Tecnología
2017-01-06,20:00:00,6.21139261,-75.57049114,Hombre,22,Arma de fuego,Manila,#1419,14,"Dinero, joyas, piedras preciosas y título valor"
2017-01-06,16:00:00,6.28915875,-75.57034817,Mujer,23,Arma de fuego,Castilla,#0511,5,Tecnología
2017-01-06,19:00:00,6.2463213,-75.56720462,Mujer,21,Arma cortopunzante,Barrio Colón,#1013,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-07,12:40:00,6.20728009,-75.59933748,Mujer,26,Arma cortopunzante,La Mota,#1608,16,Tecnología
2017-01-07,22:00:00,6.24192243,-75.585589,Hombre,38,Objeto contundente,Los Conquistadores,#1105,11,Tecnología
2017-01-07,15:50:00,6.23125657,-75.60099509,Mujer,22,Objeto contundente,Belén,#1603,16,Tecnología
2017-01-07,09:30:00,6.24588488,-75.56034112,Mujer,50,No,Boston,#1016,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-07,20:30:00,6.22680792,-75.51693274,Mujer,46,Objeto contundente,Media Luna,#9002,90,"Dinero, joyas, piedras preciosas y título valor"
2017-01-07,22:20:00,6.20689078,-75.58689203,Hombre,21,Arma de fuego,Cristo Rey,#1509,15,Prendas de vestir y accesorios
2017-01-07,22:20:00,6.20689078,-75.58689203,Hombre,21,Arma de fuego,Cristo Rey,#1509,15,Tecnología
2017-01-07,20:30:00,6.22680792,-75.51693274,Mujer,46,Objeto contundente,Media Luna,#9002,90,Documentos
2017-01-07,20:30:00,6.22910747,-75.51251974,Mujer,29,No,Media Luna,#9002,90,"Dinero, joyas, piedras preciosas y título valor"
2017-01-07,15:50:00,6.23125657,-75.60099509,Mujer,22,Objeto contundente,Belén,#1603,16,Prendas de vestir y accesorios
2017-01-07,20:30:00,6.22680792,-75.51693274,Mujer,46,Objeto contundente,Media Luna,#9002,90,Prendas de vestir y accesorios
2017-01-07,11:00:00,6.23627632,-75.58078093,Hombre,44,Arma de fuego,Cerro Nutibara Ins.,#Inst_18,16,"Dinero, joyas, piedras preciosas y título valor"
2017-01-07,22:20:00,6.20689078,-75.58689203,Hombre,21,Arma de fuego,Cristo Rey,#1509,15,Tecnología
2017-01-07,22:00:00,6.24192243,-75.585589,Hombre,38,Objeto contundente,Los Conquistadores,#1105,11,"Dinero, joyas, piedras preciosas y título valor"
2017-01-07,09:30:00,6.24588488,-75.56034112,Mujer,50,No,Boston,#1016,10,Documentos
2017-01-07,06:30:00,6.18454516,-75.65658655,Mujer,24,Arma cortopunzante,Área Urbana Cgto. San Antonio de Prado,#AUC2,80,Vehículos de 2 o 4 ruedas
2017-01-07,21:45:00,6.25280033,-75.56854036,Hombre,28,Arma cortopunzante,La Candelaria,#1019,10,Tecnología
2017-01-07,07:00:00,6.19767533,-75.58971908,Hombre,21,Arma cortopunzante,Guayabal,#1510,15,Tecnología
2017-01-07,19:00:00,6.25003275,-75.56654479,Hombre,26,No,La Candelaria,#1019,10,Documentos
2017-01-07,16:00:00,6.23420526,-75.61373855,Hombre,32,Arma de fuego,Las Violetas,#1616,16,Tecnología
2017-01-07,21:00:00,6.2448495,-75.60031381,Hombre,47,Arma de fuego,Lorena,#1111,11,Prendas de vestir y accesorios
2017-01-07,21:00:00,6.2448495,-75.60031381,Hombre,47,Arma de fuego,Lorena,#1111,11,Tecnología
2017-01-07,20:25:00,6.24858621,-75.56835553,Hombre,18,No,La Candelaria,#1019,10,Tecnología
2017-01-07,03:00:00,6.20652133,-75.57434101,Hombre,46,No,Patio Bonito,#1421,14,Tecnología
2017-01-07,19:00:00,6.25003275,-75.56654479,Hombre,26,No,La Candelaria,#1019,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-07,18:30:00,6.2525337,-75.56252148,Mujer,53,No,Villa Nueva,#1018,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-07,15:30:00,6.2099519,-75.57100263,Mujer,49,Arma cortopunzante,Astorga,#1420,14,Tecnología
2017-01-07,07:00:00,6.19767533,-75.58971908,Hombre,21,Arma cortopunzante,Guayabal,#1510,15,"Dinero, joyas, piedras preciosas y título valor"
2017-01-07,16:40:00,6.25265169,-75.56854036,Mujer,50,Arma cortopunzante,La Candelaria,#1019,10,Tecnología
2017-01-07,12:30:00,6.20908796,-75.5666789,Mujer,30,No,El Poblado,#1418,14,Prendas de vestir y accesorios
2017-01-07,17:05:00,6.20903463,-75.572966,Hombre,22,No,Astorga,#1420,14,Tecnología
2017-01-07,20:30:00,6.23672762,-75.51413413,Hombre,29,No,Media Luna,#9002,90,Prendas de vestir y accesorios
2017-01-07,00:00:00,6.26855699,-75.56579439,Mujer,31,No,Sevilla,#0407,4,Prendas de vestir y accesorios
2017-01-07,16:00:00,6.23420526,-75.61373855,Hombre,32,Arma de fuego,Las Violetas,#1616,16,"Dinero, joyas, piedras preciosas y título valor"
2017-01-07,16:00:00,6.24697187,-75.56481775,Mujer,56,No,La Candelaria,#1019,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-08,16:00:00,6.28388665,-75.58346953,Mujer,33,Escopolamina,López de Mesa,#0710,7,"Dinero, joyas, piedras preciosas y título valor"
2017-01-08,23:20:00,6.24175126,-75.55137958,Hombre,39,Arma de fuego,Barrio Caycedo,#0906,9,"Dinero, joyas, piedras preciosas y título valor"
2017-01-08,14:00:00,6.2002219,-75.57091498,Hombre,33,Arma de fuego,Alejandría,#1416,14,Prendas de vestir y accesorios
2017-01-08,11:00:00,6.23454685,-75.59000339,Hombre,47,Objeto contundente,Rosales,#1602,16,Tecnología
2017-01-08,14:00:00,6.29453585,-75.60737891,Mujer,62,No,Pajarito S.C.,#6012,60,"Dinero, joyas, piedras preciosas y título valor"
2017-01-08,14:00:00,6.2002219,-75.57091498,Hombre,33,Arma de fuego,Alejandría,#1416,14,Prendas de vestir y accesorios
2017-01-08,14:00:00,6.25795684,-75.59203651,Mujer,32,Arma cortopunzante,Estadio,#1113,11,Tecnología
2017-01-08,11:00:00,6.23454685,-75.59000339,Hombre,47,Objeto contundente,Rosales,#1602,16,Tecnología
2017-01-08,00:56:00,6.25153652,-75.57044473,Hombre,30,Arma cortopunzante,San Benito,#1006,10,Tecnología
2017-01-08,04:30:00,6.24529744,-75.60262051,Hombre,25,Arma cortopunzante,Lorena,#1111,11,Tecnología
2017-01-08,14:00:00,6.28684193,-75.57125475,Mujer,31,Arma de fuego,Castilla,#0511,5,Tecnología
2017-01-08,04:30:00,6.24529744,-75.60262051,Hombre,25,Arma cortopunzante,Lorena,#1111,11,"Dinero, joyas, piedras preciosas y título valor"
2017-01-08,02:00:00,6.20972198,-75.56905558,Mujer,26,Escopolamina,El Poblado,#1418,14,Tecnología
2017-01-08,22:00:00,6.25188847,-75.56791272,Hombre,15,Arma cortopunzante,La Candelaria,#1019,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-08,15:00:00,6.22880884,-75.50419416,Hombre,27,No,Piedra Gorda,#9010,90,Tecnología
2017-01-08,22:00:00,6.25188847,-75.56791272,Hombre,15,Arma cortopunzante,La Candelaria,#1019,10,Prendas de vestir y accesorios
2017-01-08,00:50:00,6.25320423,-75.56355683,Mujer,25,Arma cortopunzante,Villa Nueva,#1018,10,Tecnología
2017-01-08,19:00:00,6.24676588,-75.55620868,Mujer,31,Arma cortopunzante,Boston,#1016,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-08,20:00:00,6.19662975,-75.57511534,Mujer,66,No,La Aguacatala,#1422,14,Tecnología
2017-01-08,16:00:00,6.26576631,-75.57481498,Hombre,26,Arma de fuego,Caribe,#0517,5,Tecnología
2017-01-08,15:00:00,6.27653477,-75.57016206,Hombre,27,No,Terminal de Transporte,#Inst_4,5,Prendas de vestir y accesorios
2017-01-08,15:00:00,6.22880884,-75.50419416,Hombre,27,No,Piedra Gorda,#9010,90,Tecnología
2017-01-08,19:00:00,6.24679978,-75.55618996,Hombre,21,Arma cortopunzante,Boston,#1016,10,Tecnología
2017-01-08,20:30:00,6.25445399,-75.56931493,Hombre,62,Arma cortopunzante,Estación Villa,#1005,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-08,19:00:00,6.26483832,-75.55170683,Hombre,39,Arma de fuego,Manrique Central No.2,#0307,3,Otros elementos
2017-01-08,16:00:00,6.26576631,-75.57481498,Hombre,26,Arma de fuego,Caribe,#0517,5,Prendas de vestir y accesorios
2017-01-08,00:00:00,6.28269803,-75.56242665,Hombre,23,Arma cortopunzante,Aranjuez,#0413,4,Tecnología
2017-01-08,15:00:00,6.25147201,-75.5644749,Hombre,34,No,La Candelaria,#1019,10,Tecnología
2017-01-08,00:00:00,6.24531877,-75.60248103,Hombre,25,No,Lorena,#1111,11,Vehículos de 2 o 4 ruedas
2017-01-08,13:10:00,6.21313566,-75.56968298,Hombre,33,Objeto contundente,Lalinde,#1405,14,Prendas de vestir y accesorios
2017-01-08,18:00:00,6.24599834,-75.56718862,Hombre,44,Arma cortopunzante,Barrio Colón,#1013,10,Tecnología
2017-01-08,14:00:00,6.24580937,-75.58103409,Hombre,27,Arma de fuego,Los Conquistadores,#1105,11,Tecnología
2017-01-08,11:00:00,6.25793551,-75.611622,Mujer,36,No,San Javier No.2,#1308,13,Tecnología
2017-01-08,20:30:00,6.21590343,-75.60568895,Mujer,26,No,Área de expansión Belén,#AE6,70,Tecnología
2017-01-08,20:00:00,6.25508061,-75.58280975,Hombre,29,Arma cortopunzante,Suramericana,#1102,11,"Dinero, joyas, piedras preciosas y título valor"
2017-01-09,00:00:00,6.25777553,-75.59135523,Hombre,27,No,U.D. Atanasio Girardot,#Inst_14,11,Tecnología
2017-01-09,18:30:00,6.27766343,-75.57219799,Hombre,31,No,Terminal de Transporte,#Inst_4,5,Tecnología
2017-01-09,18:00:00,6.25533326,-75.61811027,Hombre,23,No,San Javier No.1,#1309,13,Tecnología
2017-01-09,16:00:00,6.24500651,-75.5678717,Mujer,20,No,Barrio Colón,#1013,10,Tecnología
2017-01-09,09:30:00,6.23795976,-75.58962789,Mujer,69,Escopolamina,Rosales,#1602,16,Prendas de vestir y accesorios
2017-01-09,09:30:00,6.23795976,-75.58962789,Mujer,69,Escopolamina,Rosales,#1602,16,Prendas de vestir y accesorios
2017-01-09,14:20:00,6.24154862,-75.54133739,Mujer,27,No,La Libertad,#0812,8,Tecnología
2017-01-09,06:00:00,6.20868266,-75.56563821,Hombre,27,Arma cortopunzante,El Poblado,#1418,14,Tecnología
2017-01-09,19:00:00,6.24634591,-75.56719026,Mujer,23,Arma cortopunzante,Barrio Colón,#1013,10,Tecnología
2017-01-09,09:30:00,6.23795976,-75.58962789,Mujer,69,Escopolamina,Rosales,#1602,16,"Dinero, joyas, piedras preciosas y título valor"
2017-01-09,13:15:00,6.24702253,-75.5670866,Mujer,61,No,Barrio Colón,#1013,10,Tecnología
2017-01-09,17:30:00,6.19756867,-75.57414617,Hombre,26,No,Los Balsos No.2,#1415,14,Tecnología
2017-01-09,10:00:00,6.29354175,-75.58402743,Hombre,19,No,Picacho,#0608,6,Autoparte y elementos de la mecánica automotriz
2017-01-09,08:15:00,6.21058119,-75.57033744,Mujer,26,No,El Poblado,#1418,14,Otros elementos
2017-01-09,13:30:00,6.25459738,-75.58416154,Hombre,37,Arma cortopunzante,Suramericana,#1102,11,Vehículos de 2 o 4 ruedas
2017-01-09,15:00:00,6.25258703,-75.56266632,Hombre,23,Arma cortopunzante,Villa Nueva,#1018,10,Tecnología
2017-01-09,16:00:00,6.30020091,-75.55223513,Hombre,56,Arma cortopunzante,La Francia,#0205,2,Tecnología
2017-01-10,13:00:00,6.25260687,-75.58819731,Hombre,26,Arma cortopunzante,Florida Nueva,#1117,11,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,16:00:00,6.24804275,-75.55840493,Mujer,35,No,Boston,#1016,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,22:00:00,6.21245326,-75.57196719,Hombre,26,No,Manila,#1419,14,Tecnología
2017-01-10,15:30:00,6.25027805,-75.56778397,Hombre,21,No,La Candelaria,#1019,10,Otros elementos
2017-01-10,22:00:00,6.21245326,-75.57196719,Hombre,26,No,Manila,#1419,14,Tecnología
2017-01-10,10:00:00,6.24035885,-75.55874463,Mujer,60,No,Gerona,#0911,9,Documentos
2017-01-10,10:45:00,6.22981421,-75.57001557,Mujer,39,Arma cortopunzante,Perpetuo Socorro,#1012,10,Documentos
2017-01-10,22:00:00,6.21245326,-75.57196719,Hombre,26,No,Manila,#1419,14,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,10:00:00,6.24035885,-75.55874463,Mujer,60,No,Gerona,#0911,9,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,22:00:00,6.21245326,-75.57196719,Hombre,26,No,Manila,#1419,14,Tecnología
2017-01-10,22:00:00,6.21245326,-75.57196719,Hombre,26,No,Manila,#1419,14,Tecnología
2017-01-10,10:00:00,6.25627178,-75.5807605,Hombre,38,Arma de fuego,Carlos E. Restrepo,#1101,11,Tecnología
2017-01-10,16:00:00,6.24804275,-75.55840493,Mujer,35,No,Boston,#1016,10,Tecnología
2017-01-10,15:45:00,6.24934766,-75.57403311,Hombre,31,No,Guayaquil,#1007,10,Documentos
2017-01-10,15:00:00,6.27746258,-75.581077,Mujer,39,Objeto contundente,Altamira,#0708,7,Prendas de vestir y accesorios
2017-01-10,10:45:00,6.22981421,-75.57001557,Mujer,39,Arma cortopunzante,Perpetuo Socorro,#1012,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,10:00:00,6.25627178,-75.5807605,Hombre,38,Arma de fuego,Carlos E. Restrepo,#1101,11,Prendas de vestir y accesorios
2017-01-10,15:45:00,6.24934766,-75.57403311,Hombre,31,No,Guayaquil,#1007,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,14:00:00,6.26543171,-75.54484715,Hombre,19,Arma de fuego,Versalles No.1,#0309,3,Tecnología
2017-01-10,22:00:00,6.21245326,-75.57196719,Hombre,26,No,Manila,#1419,14,Electrodomésticos
2017-01-10,16:00:00,6.24653078,-75.57009351,Mujer,33,Arma cortopunzante,Guayaquil,#1007,10,Tecnología
2017-01-10,20:30:00,6.22633755,-75.55929471,Hombre,20,Arma cortopunzante,Asomadera No.1,#0914,9,Tecnología
2017-01-10,06:45:00,6.24350569,-75.56659307,Hombre,32,No,Barrio Colón,#1013,10,Tecnología
2017-01-10,20:30:00,6.22633755,-75.55929471,Hombre,20,Arma cortopunzante,Asomadera No.1,#0914,9,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,15:40:00,6.24642795,-75.56725826,Hombre,22,Arma cortopunzante,Barrio Colón,#1013,10,Tecnología
2017-01-10,16:00:00,6.23050465,-75.57530489,Mujer,36,No,Barrio Colombia,#1401,14,Documentos
2017-01-10,11:00:00,6.21470886,-75.59847917,Hombre,77,No,La Mota,#1608,16,Prendas de vestir y accesorios
2017-01-10,20:00:00,6.21811124,-75.58081632,Hombre,35,Objeto contundente,Santa Fé,#1504,15,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,13:00:00,6.25260687,-75.58819731,Hombre,26,Arma cortopunzante,Florida Nueva,#1117,11,Tecnología
2017-01-10,06:30:00,6.28299714,-75.60605908,Hombre,27,Arma cortopunzante,Pajarito,#0723,7,Prendas de vestir y accesorios
2017-01-10,11:20:00,6.22123628,-75.58024015,Mujer,32,Arma de fuego,Santa Fé,#1504,15,Tecnología
2017-01-10,12:10:00,6.24086338,-75.57223912,Hombre,27,No,Calle Nueva,#1011,10,Tecnología
2017-01-10,22:00:00,6.21245326,-75.57196719,Hombre,26,No,Manila,#1419,14,Prendas de vestir y accesorios
2017-01-10,10:30:00,6.23228578,-75.57249393,Hombre,30,No,Perpetuo Socorro,#1012,10,Herramientas
2017-01-10,10:30:00,6.25325359,-75.58292236,Mujer,29,No,Suramericana,#1102,11,Tecnología
2017-01-10,13:00:00,6.24809237,-75.57044088,Mujer,20,No,La Candelaria,#1019,10,Prendas de vestir y accesorios
2017-01-10,16:00:00,6.23050465,-75.57530489,Mujer,36,No,Barrio Colombia,#1401,14,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,10:00:00,6.25025325,-75.56776772,Mujer,63,No,La Candelaria,#1019,10,Tecnología
2017-01-10,15:58:00,6.25343907,-75.56681548,Hombre,17,No,Villa Nueva,#1018,10,Tecnología
2017-01-10,11:00:00,6.21470886,-75.59847917,Hombre,77,No,La Mota,#1608,16,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,10:00:00,6.24550541,-75.56607273,Hombre,37,No,Barrio Colón,#1013,10,Tecnología
2017-01-10,06:00:00,6.17818012,-75.64482391,Hombre,20,Arma cortopunzante,Área Urbana Cgto. San Antonio de Prado,#AUC2,80,Vehículos de 2 o 4 ruedas
2017-01-10,16:00:00,6.24653078,-75.57009351,Mujer,33,Arma cortopunzante,Guayaquil,#1007,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,20:00:00,6.21811124,-75.58081632,Hombre,35,Objeto contundente,Santa Fé,#1504,15,Documentos
2017-01-10,12:00:00,6.25000609,-75.56165245,Hombre,61,No,La Candelaria,#1019,10,Herramientas
2017-01-10,10:50:00,6.2355982,-75.55585812,Hombre,50,Arma de fuego,La Milagrosa,#0910,9,"Dinero, joyas, piedras preciosas y título valor"
2017-01-10,15:00:00,6.24973413,-75.56845453,Mujer,46,No,La Candelaria,#1019,10,Prendas de vestir y accesorios
2017-01-10,19:00:00,6.20783051,-75.58881249,Mujer,29,Arma de fuego,Cristo Rey,#1509,15,Tecnología
2017-01-10,18:30:00,6.24976079,-75.56847868,Mujer,50,Arma cortopunzante,La Candelaria,#1019,10,Tecnología
2017-01-11,18:00:00,6.22884617,-75.57664599,Hombre,40,No,Santa Fé,#1504,15,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,14:00:00,6.23465883,-75.59275428,Hombre,35,No,Rosales,#1602,16,Prendas de vestir y accesorios
2017-01-11,18:00:00,6.30186773,-75.57944086,Hombre,44,No,Doce de Octubre No.2,#0603,6,Tecnología
2017-01-11,11:00:00,6.25043802,-75.56824531,Hombre,32,Arma cortopunzante,La Candelaria,#1019,10,Tecnología
2017-01-11,14:00:00,6.23465883,-75.59275428,Hombre,35,No,Rosales,#1602,16,Prendas de vestir y accesorios
2017-01-11,16:00:00,6.23186983,-75.58309402,Hombre,41,Arma de fuego,Fátima,#1601,16,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,00:00:00,6.17748434,-75.6400114,Hombre,40,No,Área Urbana Cgto. San Antonio de Prado,#AUC2,80,Prendas de vestir y accesorios
2017-01-11,21:30:00,6.25028063,-75.56979236,Hombre,37,No,La Candelaria,#1019,10,Prendas de vestir y accesorios
2017-01-11,19:00:00,6.24481751,-75.60635414,Hombre,24,Arma de fuego,Simón Bolívar,#1211,12,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,07:00:00,6.20961059,-75.56798782,Mujer,49,No,El Poblado,#1418,14,Tecnología
2017-01-11,19:30:00,6.25372285,-75.56458678,Hombre,23,Arma cortopunzante,Villa Nueva,#1018,10,Tecnología
2017-01-11,11:00:00,6.25043802,-75.56824531,Hombre,32,Arma cortopunzante,La Candelaria,#1019,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,18:00:00,6.22884617,-75.57664599,Hombre,40,No,Santa Fé,#1504,15,Documentos
2017-01-11,15:56:00,6.27328741,-75.56405034,Mujer,27,Arma cortopunzante,Miranda,#0415,4,Tecnología
2017-01-11,16:00:00,6.23186983,-75.58309402,Hombre,41,Arma de fuego,Fátima,#1601,16,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,18:12:00,6.23906362,-75.55105772,Mujer,29,Arma de fuego,Miraflores,#0908,9,Tecnología
2017-01-11,20:45:00,6.24375366,-75.55849549,Mujer,41,Arma cortopunzante,Bomboná No.1,#1015,10,Tecnología
2017-01-11,19:00:00,6.24481751,-75.60635414,Hombre,24,Arma de fuego,Simón Bolívar,#1211,12,Tecnología
2017-01-11,21:30:00,6.25028063,-75.56979236,Hombre,37,No,La Candelaria,#1019,10,Tecnología
2017-01-11,16:00:00,6.23186983,-75.58309402,Hombre,41,Arma de fuego,Fátima,#1601,16,Prendas de vestir y accesorios
2017-01-11,11:00:00,6.25178182,-75.56696307,Hombre,26,Objeto contundente,La Candelaria,#1019,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,14:10:00,6.28299743,-75.59574332,Hombre,24,Arma cortopunzante,Aures No.1,#0713,7,Tecnología
2017-01-11,16:30:00,6.2493162,-75.56770887,Mujer,23,No,La Candelaria,#1019,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,11:00:00,6.25178182,-75.56696307,Hombre,26,Objeto contundente,La Candelaria,#1019,10,Tecnología
2017-01-11,11:30:00,6.25011274,-75.56412008,Mujer,51,Arma cortopunzante,La Candelaria,#1019,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,15:10:00,6.24528678,-75.56855645,Hombre,29,Arma cortopunzante,Barrio Colón,#1013,10,Tecnología
2017-01-11,16:00:00,6.20184577,-75.58648434,Hombre,20,Arma de fuego,Guayabal,#1510,15,Tecnología
2017-01-11,19:00:00,6.24708919,-75.56762304,Mujer,18,Arma cortopunzante,Barrio Colón,#1013,10,Tecnología
2017-01-11,15:30:00,6.22500132,-75.5771742,Hombre,40,Arma de fuego,Santa Fé,#1504,15,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,14:00:00,6.23465883,-75.59275428,Hombre,35,No,Rosales,#1602,16,Tecnología
2017-01-11,19:30:00,6.26312929,-75.56327786,Hombre,23,Arma de fuego,Prado,#1001,10,Tecnología
2017-01-11,16:30:00,6.25313628,-75.56588497,Mujer,18,Arma cortopunzante,Villa Nueva,#1018,10,Tecnología
2017-01-11,11:00:00,6.25178182,-75.56696307,Hombre,26,Objeto contundente,La Candelaria,#1019,10,Tecnología
2017-01-11,11:30:00,6.25011274,-75.56412008,Mujer,51,Arma cortopunzante,La Candelaria,#1019,10,Prendas de vestir y accesorios
2017-01-11,19:00:00,6.24581737,-75.570375,Hombre,33,No,Guayaquil,#1007,10,Tecnología
2017-01-11,14:00:00,6.19904059,-75.57389941,Mujer,52,Arma de fuego,La Aguacatala,#1422,14,Tecnología
2017-01-11,16:30:00,6.2493162,-75.56770887,Mujer,23,No,La Candelaria,#1019,10,Documentos
2017-01-11,22:30:00,6.23957187,-75.55120689,Hombre,26,Arma de fuego,Miraflores,#0908,9,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,17:10:00,6.24891825,-75.56429075,Mujer,32,Arma cortopunzante,La Candelaria,#1019,10,Tecnología
2017-01-11,18:00:00,6.26913887,-75.56552019,Mujer,17,Arma cortopunzante,Sevilla,#0407,4,Tecnología
2017-01-11,00:00:00,6.24747313,-75.56992881,Hombre,23,No,La Candelaria,#1019,10,Tecnología
2017-01-11,22:30:00,6.23957187,-75.55120689,Hombre,26,Arma de fuego,Miraflores,#0908,9,Tecnología
2017-01-11,08:00:00,6.17712663,-75.64172175,Mujer,23,No,Área Urbana Cgto. San Antonio de Prado,#AUC2,80,Tecnología
2017-01-11,10:00:00,6.25209644,-75.56409326,Mujer,59,No,Villa Nueva,#1018,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,14:10:00,6.28299743,-75.59574332,Hombre,24,Arma cortopunzante,Aures No.1,#0713,7,Prendas de vestir y accesorios
2017-01-11,08:00:00,6.25098923,-75.56584746,Mujer,40,No,La Candelaria,#1019,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,15:30:00,6.22500132,-75.5771742,Hombre,40,Arma de fuego,Santa Fé,#1504,15,Prendas de vestir y accesorios
2017-01-11,14:00:00,6.25643309,-75.56889916,Mujer,28,No,Estación Villa,#1005,10,Prendas de vestir y accesorios
2017-01-11,18:30:00,6.23852502,-75.57330933,Hombre,77,No,Calle Nueva,#1011,10,"Dinero, joyas, piedras preciosas y título valor"
2017-01-11,09:30:00,6.25721029,-75.56680765,Hombre,52,No,Jesús Nazareno,#1003,10,Tecnología
2017-01-11,15:00:00,6.28444512,-75.58416344,Mujer,44,Arma de fuego,López de Mesa,#0710,7,Tecnología
2017-01-11,11:40:00,6.27985411,-75.58754919,Mujer,18,No,Villa Flora,#0715,7,Tecnología
